League: National Hockey League - Season: 2024-25              ,Date: 12.3.24
--------------------------------------------------------------
Regular Season
--------------------------------------------------------------
Name                                                          ,Team         ,Pos    ,GP,G ,A ,P ,+/-,PIM,PPg ,PPa  ,PPp,SHg,SHa,SHp,GWG ,GT,FG,EN,SOG,Sh  ,HT ,GA,TA,FO  ,SB,2 ,5,Mi,Ma,GM,FI,FW,ATOI ,APPT,APKT,+ ,- ,FS,Av R,
Jon Merrill                                                   ,Ottawa       ,LD/RD  ,28,0 ,7 ,7 ,14 ,8  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,29 ,0.0 ,48 ,16,12,0   ,42,4 ,0,0 ,0 ,0 ,0 ,0 ,17:06,0:00,1:26,30,16,0 ,7.04,
Zach Werenski                                                 ,Columbus     ,LD     ,27,0 ,7 ,7 ,-10,10 ,0   ,2    ,2  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,68 ,0.0 ,83 ,7 ,22,0   ,58,5 ,0,0 ,0 ,0 ,0 ,0 ,24:57,2:23,2:58,17,27,0 ,7.44,
Brandon Hickey                                                ,Calgary      ,LD/RD  ,27,0 ,7 ,7 ,8  ,18 ,0   ,0    ,0  ,0  ,1  ,1  ,0   ,0 ,0 ,0 ,12 ,0.0 ,32 ,16,22,0   ,46,9 ,0,0 ,0 ,0 ,0 ,0 ,18:44,0:28,3:28,20,12,0 ,6.74,
Jakub Lauko                                                   ,Los Angeles  ,C/LW   ,21,5 ,1 ,6 ,0  ,14 ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,2 ,0 ,20 ,25.0,28 ,4 ,0 ,0.53,5 ,7 ,0,0 ,0 ,0 ,0 ,0 ,10:41,0:09,0:00,10,10,0 ,6.62,
Kirby Dach                                                    ,Chicago      ,C      ,27,4 ,2 ,6 ,-11,10 ,0   ,0    ,0  ,0  ,0  ,0  ,2   ,0 ,1 ,0 ,24 ,16.7,40 ,2 ,3 ,0.47,14,5 ,0,0 ,0 ,0 ,0 ,0 ,10:21,0:00,0:00,8 ,19,0 ,6.52,
Mark Stone                                                    ,Vegas        ,RW     ,5 ,3 ,3 ,6 ,4  ,2  ,1   ,1    ,2  ,0  ,0  ,0  ,1   ,0 ,0 ,0 ,15 ,20.0,14 ,0 ,5 ,0   ,3 ,1 ,0,0 ,0 ,0 ,0 ,0 ,19:24,4:06,1:48,7 ,3 ,1 ,8.40,
Joey Anderson                                                 ,New Jersey   ,RW     ,25,3 ,3 ,6 ,-2 ,2  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,1 ,0 ,0 ,27 ,11.1,45 ,4 ,5 ,0.00,9 ,1 ,0,0 ,0 ,0 ,0 ,0 ,12:07,0:01,0:13,12,14,0 ,6.96,
Tuukka Tieksola                                               ,San Jose     ,RW     ,24,3 ,3 ,6 ,-4 ,2  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,31 ,9.7 ,34 ,2 ,1 ,0   ,10,1 ,0,0 ,0 ,0 ,0 ,0 ,11:59,0:04,0:00,13,17,1 ,6.79,
Michael McLeod                                                ,Anaheim      ,C      ,25,3 ,3 ,6 ,-6 ,2  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,24 ,12.5,31 ,2 ,5 ,0.46,10,1 ,0,0 ,0 ,0 ,0 ,0 ,11:40,0:00,0:00,8 ,14,0 ,6.36,
Arnaud Durandeau                                              ,Tampa Bay    ,LW     ,20,3 ,3 ,6 ,-9 ,2  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,24 ,12.5,27 ,5 ,3 ,0   ,4 ,1 ,0,0 ,0 ,0 ,0 ,0 ,11:07,0:00,0:00,10,19,0 ,6.85,
Mats Zuccarello                                               ,Pittsburgh   ,RW     ,29,3 ,3 ,6 ,-3 ,6  ,1   ,3    ,4  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,39 ,7.7 ,22 ,8 ,3 ,0.00,19,3 ,0,0 ,0 ,0 ,0 ,0 ,13:32,1:41,0:01,6 ,9 ,0 ,6.66,
Shane Wright                                                  ,Colorado     ,C      ,27,3 ,3 ,6 ,-4 ,10 ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,1 ,0 ,0 ,36 ,8.3 ,37 ,2 ,0 ,0.57,15,5 ,0,0 ,0 ,0 ,0 ,0 ,12:14,0:02,0:00,11,15,0 ,6.33,
Luke Kunin                                                    ,NY Islanders ,RW/C   ,19,3 ,3 ,6 ,-7 ,10 ,0   ,1    ,1  ,0  ,0  ,0  ,0   ,1 ,0 ,0 ,28 ,10.7,24 ,4 ,1 ,0   ,3 ,5 ,0,0 ,0 ,0 ,0 ,0 ,10:55,0:28,0:00,6 ,13,0 ,6.95,
Charles-David Giroux                                          ,Ottawa       ,LW     ,28,3 ,3 ,6 ,2  ,12 ,0   ,0    ,0  ,0  ,1  ,1  ,0   ,0 ,0 ,0 ,39 ,7.7 ,26 ,7 ,10,0.00,32,6 ,0,0 ,0 ,0 ,0 ,0 ,9:32 ,0:01,2:00,8 ,6 ,0 ,7.00,
Anthony Beauvillier                                           ,Arizona      ,LW/RW/C,23,3 ,3 ,6 ,-2 ,12 ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,1 ,0 ,23 ,13.0,16 ,3 ,0 ,0.22,5 ,6 ,0,0 ,0 ,0 ,0 ,0 ,10:46,0:00,0:00,8 ,10,0 ,6.65,
Barclay Goodrow                                               ,Carolina     ,C/LW/RW,23,3 ,3 ,6 ,-9 ,12 ,2   ,0    ,2  ,0  ,0  ,0  ,1   ,0 ,0 ,0 ,28 ,10.7,38 ,5 ,8 ,0.44,18,6 ,0,0 ,0 ,0 ,0 ,0 ,12:23,0:38,0:06,5 ,14,0 ,6.30,
Vitali Abramov                                                ,Nashville    ,RW/LW  ,26,3 ,3 ,6 ,-8 ,13 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,2 ,0 ,27 ,11.1,16 ,9 ,1 ,0.00,8 ,4 ,1,0 ,0 ,0 ,0 ,0 ,10:18,0:05,0:00,8 ,16,0 ,6.58,
Travis Dermott                                                ,Nashville    ,RD     ,23,3 ,3 ,6 ,6  ,18 ,2   ,1    ,3  ,0  ,0  ,0  ,1   ,0 ,1 ,0 ,19 ,15.8,48 ,12,5 ,0   ,37,4 ,0,1 ,0 ,0 ,0 ,0 ,19:52,1:39,1:36,23,17,0 ,7.13,
Marc Smits                                                    ,Minnesota    ,RW/LW  ,27,3 ,3 ,6 ,-6 ,22 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,2 ,0 ,31 ,9.7 ,52 ,18,0 ,0   ,19,6 ,2,0 ,0 ,0 ,2 ,0 ,12:07,0:00,1:04,6 ,12,0 ,6.74,
Ivan Barbashev                                                ,Buffalo      ,C/LW   ,27,3 ,3 ,6 ,1  ,29 ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,1 ,0 ,23 ,13.0,23 ,4 ,2 ,0.57,10,7 ,1,0 ,0 ,1 ,0 ,0 ,11:00,0:00,0:13,10,9 ,0 ,6.30,
Vladislav Kotkov                                              ,San Jose     ,LW     ,26,3 ,3 ,6 ,-1 ,33 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,20 ,15.0,54 ,16,3 ,0   ,16,4 ,1,1 ,1 ,0 ,0 ,0 ,10:20,0:03,0:19,10,11,0 ,6.88,
Anthony Gagnon                                                ,Toronto      ,RW     ,29,2 ,4 ,6 ,-5 ,2  ,0   ,0    ,0  ,0  ,0  ,0  ,2   ,0 ,1 ,0 ,24 ,8.3 ,38 ,5 ,4 ,0.15,13,1 ,0,0 ,0 ,0 ,0 ,0 ,10:25,0:14,0:04,8 ,13,0 ,6.72,
Patric Hörnqvist                                              ,Calgary      ,RW     ,26,2 ,4 ,6 ,-11,2  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,24 ,8.3 ,40 ,8 ,4 ,0   ,9 ,1 ,0,0 ,0 ,0 ,0 ,0 ,11:18,0:00,0:01,7 ,18,0 ,6.77,
Zach Hyman                                                    ,Los Angeles  ,LW/RW  ,27,2 ,4 ,6 ,0  ,4  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,36 ,5.6 ,71 ,11,8 ,0.00,12,2 ,0,0 ,0 ,0 ,0 ,0 ,13:12,0:39,1:23,13,13,0 ,7.11,
Jasse Martikainen                                             ,Edmonton     ,RW     ,27,2 ,4 ,6 ,-5 ,4  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,23 ,8.7 ,24 ,9 ,0 ,0.00,4 ,2 ,0,0 ,0 ,0 ,0 ,0 ,10:21,0:00,0:00,8 ,13,0 ,6.63,
Daniel Cutting                                                ,Philadelphia ,C      ,23,2 ,4 ,6 ,-7 ,6  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,12 ,16.7,49 ,2 ,4 ,0.41,11,3 ,0,0 ,0 ,0 ,0 ,0 ,11:04,0:18,0:00,10,17,0 ,6.48,
Adam Erne                                                     ,Philadelphia ,LW/RW  ,26,2 ,4 ,6 ,-8 ,6  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,30 ,6.7 ,69 ,12,5 ,0.20,21,3 ,0,0 ,0 ,0 ,0 ,0 ,13:35,0:08,1:28,7 ,15,0 ,6.92,
Paul Byron                                                    ,Chicago      ,RW/LW/C,27,2 ,4 ,6 ,-10,10 ,1   ,1    ,2  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,32 ,6.3 ,30 ,15,4 ,0.00,17,5 ,0,0 ,0 ,0 ,0 ,0 ,12:37,0:31,0:33,6 ,16,0 ,6.48,
Colin White                                                   ,Anaheim      ,RW/C   ,28,2 ,4 ,6 ,-6 ,12 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,43 ,4.7 ,24 ,7 ,9 ,0.04,9 ,6 ,0,0 ,0 ,0 ,0 ,0 ,11:33,0:00,0:00,6 ,12,0 ,6.61,
Seth Jones                                                    ,Columbus     ,RD     ,24,2 ,4 ,6 ,-2 ,14 ,0   ,1    ,1  ,0  ,1  ,1  ,0   ,0 ,0 ,0 ,48 ,4.2 ,64 ,9 ,19,0   ,43,7 ,0,0 ,0 ,0 ,0 ,0 ,24:55,2:27,3:05,16,18,0 ,7.13,
Daniel D'Amico                                                ,Colorado     ,LW     ,19,2 ,4 ,6 ,2  ,18 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,18 ,11.1,12 ,1 ,1 ,0.00,5 ,4 ,0,1 ,0 ,0 ,0 ,0 ,9:39 ,0:00,0:00,6 ,4 ,0 ,6.89,
Evgeny Katasonov                                              ,Toronto      ,C      ,30,2 ,4 ,6 ,1  ,20 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,26 ,7.7 ,48 ,3 ,7 ,0.47,21,10,0,0 ,0 ,0 ,0 ,0 ,15:09,0:10,1:25,13,12,0 ,6.13,
Kaiden Guhle                                                  ,Detroit      ,LD/RD  ,25,1 ,5 ,6 ,-1 ,2  ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,1 ,0 ,17 ,5.9 ,55 ,7 ,7 ,0   ,21,1 ,0,0 ,0 ,0 ,0 ,0 ,15:14,0:00,0:20,18,19,0 ,7.16,
Nino Niederreiter                                             ,Carolina     ,RW/LW  ,21,1 ,5 ,6 ,-3 ,4  ,1   ,2    ,3  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,45 ,2.2 ,53 ,6 ,4 ,0   ,16,2 ,0,0 ,0 ,0 ,0 ,0 ,16:11,2:05,1:01,8 ,11,0 ,7.00,
Nicolas Hague                                                 ,Nashville    ,LD     ,26,1 ,5 ,6 ,-8 ,6  ,0   ,3    ,3  ,0  ,0  ,0  ,0   ,1 ,0 ,0 ,48 ,2.1 ,46 ,11,14,0   ,48,3 ,0,0 ,0 ,0 ,0 ,0 ,18:53,2:03,1:18,12,20,0 ,6.92,
David Farrance                                                ,San Jose     ,LD/RD  ,25,1 ,5 ,6 ,-10,9  ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,0 ,0 ,21 ,4.8 ,39 ,5 ,2 ,0   ,22,2 ,1,0 ,0 ,0 ,0 ,0 ,16:48,1:04,0:37,16,26,0 ,7.12,
Bowen Byram                                                   ,Colorado     ,LD     ,25,1 ,5 ,6 ,13 ,12 ,1   ,0    ,1  ,0  ,0  ,0  ,1   ,0 ,0 ,0 ,41 ,2.4 ,65 ,15,24,0   ,51,6 ,0,0 ,0 ,0 ,0 ,0 ,22:40,1:42,2:15,25,12,0 ,7.24,
Filip Hronek                                                  ,Detroit      ,RD/LD  ,28,1 ,5 ,6 ,-4 ,14 ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,0 ,0 ,37 ,2.7 ,28 ,9 ,12,0   ,30,7 ,0,0 ,0 ,0 ,0 ,0 ,20:28,2:32,1:33,22,26,0 ,6.93,
Drake Caggiula                                                ,NY Rangers   ,LW/RW/C,26,1 ,5 ,6 ,-3 ,16 ,0   ,1    ,1  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,20 ,5.0 ,26 ,10,0 ,0.08,7 ,3 ,0,1 ,0 ,0 ,0 ,0 ,10:51,0:44,0:04,6 ,9 ,0 ,6.58,
Kyle Okposo                                                   ,Nashville    ,RW     ,25,1 ,5 ,6 ,-7 ,16 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,19 ,5.3 ,55 ,2 ,3 ,0.00,14,8 ,0,0 ,0 ,0 ,0 ,0 ,12:40,0:00,0:00,9 ,16,0 ,6.88,
Dougie Hamilton                                               ,Carolina     ,RD     ,27,1 ,5 ,6 ,-20,18 ,0   ,2    ,2  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,57 ,1.8 ,62 ,12,21,0   ,35,4 ,0,1 ,0 ,0 ,0 ,0 ,23:42,3:10,2:38,12,32,0 ,6.81,
Max Jones                                                     ,NY Rangers   ,LW     ,22,1 ,5 ,6 ,-10,30 ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,0 ,0 ,19 ,5.3 ,56 ,9 ,4 ,0   ,2 ,10,0,1 ,0 ,0 ,0 ,0 ,11:20,0:06,0:00,8 ,18,0 ,6.82,
Max Kolomatis                                                 ,Anaheim      ,RW/LW  ,23,1 ,5 ,6 ,-4 ,39 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,22 ,4.5 ,77 ,9 ,8 ,0.00,27,7 ,1,1 ,0 ,1 ,0 ,0 ,14:17,0:01,3:01,6 ,10,1 ,6.87,
Aaron Ekblad                                                  ,Florida      ,RD/LD  ,20,0 ,6 ,6 ,1  ,2  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,29 ,0.0 ,56 ,6 ,14,0   ,49,1 ,0,0 ,0 ,0 ,0 ,0 ,23:51,2:51,2:09,16,15,1 ,7.45,
Mikko Kokkonen                                                ,Arizona      ,LD     ,21,0 ,6 ,6 ,6  ,4  ,0   ,1    ,1  ,0  ,1  ,1  ,0   ,0 ,0 ,0 ,18 ,0.0 ,40 ,9 ,11,0   ,21,2 ,0,0 ,0 ,0 ,0 ,0 ,14:24,0:03,0:48,15,9 ,0 ,7.19,
Jeff Petry                                                    ,Colorado     ,RD/LD  ,29,0 ,6 ,6 ,2  ,4  ,0   ,3    ,3  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,25 ,0.0 ,65 ,10,17,0   ,55,2 ,0,0 ,0 ,0 ,0 ,0 ,21:13,2:01,2:03,20,18,0 ,7.14,
David Savard                                                  ,Philadelphia ,RD/LD  ,26,0 ,6 ,6 ,-1 ,12 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,16 ,0.0 ,56 ,9 ,17,0   ,30,6 ,0,0 ,0 ,0 ,0 ,0 ,14:29,0:04,0:42,15,16,1 ,7.19,
Nikolai Block                                                 ,Detroit      ,C      ,17,4 ,1 ,5 ,-7 ,4  ,1   ,0    ,1  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,30 ,13.3,15 ,2 ,1 ,0.60,12,2 ,0,0 ,0 ,0 ,0 ,0 ,12:35,1:24,0:00,6 ,13,0 ,6.65,
Brian Alain Beukeboom                                         ,Chicago      ,LW/RW  ,17,4 ,1 ,5 ,4  ,8  ,0   ,0    ,0  ,0  ,0  ,0  ,2   ,0 ,1 ,0 ,18 ,22.2,35 ,6 ,1 ,0.33,9 ,4 ,0,0 ,0 ,0 ,0 ,0 ,13:42,0:14,0:28,11,7 ,1 ,6.88,
Jeremy Bracco                                                 ,Toronto      ,RW     ,15,4 ,1 ,5 ,0  ,10 ,1   ,0    ,1  ,0  ,0  ,0  ,2   ,0 ,1 ,0 ,16 ,25.0,16 ,3 ,0 ,0.22,8 ,5 ,0,0 ,0 ,0 ,0 ,0 ,13:52,0:57,0:00,5 ,5 ,0 ,6.93,
Xavier Simoneau                                               ,Montreal     ,C/LW/RW,24,4 ,1 ,5 ,-6 ,26 ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,0 ,0 ,17 ,23.5,15 ,4 ,1 ,0.37,8 ,13,0,0 ,0 ,0 ,0 ,0 ,9:32 ,0:08,0:00,6 ,12,0 ,6.50,
Mikhail Vorobyov                                              ,Philadelphia ,C      ,9 ,3 ,2 ,5 ,-4 ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,7  ,42.9,11 ,0 ,2 ,0.59,4 ,0 ,0,0 ,0 ,0 ,0 ,0 ,11:46,0:00,0:00,5 ,9 ,0 ,6.56,
Jakob Forsbacka-Karlsson                                      ,Tampa Bay    ,C/LW   ,20,3 ,2 ,5 ,4  ,2  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,19 ,15.8,10 ,2 ,8 ,0.63,10,1 ,0,0 ,0 ,0 ,0 ,0 ,10:06,0:00,0:00,10,6 ,0 ,6.95,
Calvin De Haan                                                ,Chicago      ,LD/RD  ,27,3 ,2 ,5 ,3  ,8  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,23 ,13.0,48 ,20,19,0   ,69,4 ,0,0 ,0 ,0 ,0 ,0 ,19:57,0:11,3:13,21,18,0 ,7.00,
Pavel Zacha                                                   ,Florida      ,C/LW   ,21,3 ,2 ,5 ,3  ,8  ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,1 ,0 ,19 ,15.8,37 ,3 ,2 ,0.54,11,4 ,0,0 ,0 ,0 ,0 ,0 ,11:16,0:02,0:00,10,7 ,0 ,6.76,
Pier-Olivier Roy                                              ,Vegas        ,LW/C   ,23,3 ,2 ,5 ,-6 ,8  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,19 ,15.8,17 ,6 ,1 ,0.00,14,4 ,0,0 ,0 ,0 ,0 ,0 ,10:31,0:00,0:02,8 ,14,0 ,6.74,
Trevor Zegras                                                 ,Toronto      ,C/LW/RW,30,3 ,2 ,5 ,-2 ,14 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,2 ,0 ,29 ,10.3,38 ,5 ,3 ,0.48,9 ,7 ,0,0 ,0 ,0 ,0 ,0 ,10:31,0:23,0:00,10,12,0 ,6.47,
Jacob Peterson                                                ,Dallas       ,C/LW   ,24,3 ,2 ,5 ,-5 ,18 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,23 ,13.0,25 ,5 ,5 ,0.53,24,4 ,0,1 ,0 ,0 ,0 ,0 ,10:56,0:00,0:04,9 ,14,0 ,6.58,
Cooper Marody                                                 ,Philadelphia ,C      ,24,3 ,2 ,5 ,-20,36 ,1   ,0    ,1  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,33 ,9.1 ,20 ,5 ,5 ,0.59,10,13,0,1 ,0 ,0 ,0 ,0 ,16:07,1:32,0:15,7 ,27,0 ,5.63,
Ryan Gebhard                                                  ,Charlotte    ,C      ,7 ,2 ,3 ,5 ,0  ,2  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,10 ,20.0,11 ,0 ,1 ,0.48,8 ,1 ,0,0 ,0 ,0 ,0 ,0 ,13:29,1:13,0:00,5 ,5 ,0 ,6.71,
Louis Belpedio                                                ,Carolina     ,RD     ,23,2 ,3 ,5 ,-4 ,4  ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,1 ,0 ,15 ,13.3,33 ,5 ,5 ,0   ,16,2 ,0,0 ,0 ,0 ,0 ,0 ,15:25,0:15,0:35,16,20,0 ,7.00,
Jared McCann                                                  ,Florida      ,LW/C   ,24,2 ,3 ,5 ,-9 ,4  ,0   ,1    ,1  ,0  ,0  ,0  ,2   ,0 ,2 ,0 ,24 ,8.3 ,24 ,2 ,4 ,0.16,5 ,2 ,0,0 ,0 ,0 ,0 ,0 ,10:20,0:07,0:00,5 ,14,1 ,6.63,
Cody Glass                                                    ,Vegas        ,C      ,28,2 ,3 ,5 ,-10,4  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,24 ,8.3 ,37 ,2 ,8 ,0.49,8 ,2 ,0,0 ,0 ,0 ,0 ,0 ,10:46,0:00,0:00,6 ,16,0 ,6.50,
Taylor Fernsler                                               ,NY Islanders ,C/LW   ,24,2 ,3 ,5 ,-4 ,6  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,26 ,7.7 ,49 ,2 ,0 ,0.35,5 ,3 ,0,0 ,0 ,0 ,0 ,0 ,10:44,0:20,0:00,7 ,11,0 ,6.58,
Aidan Dudas                                                   ,Los Angeles  ,C/RW   ,25,2 ,3 ,5 ,2  ,8  ,0   ,0    ,0  ,0  ,0  ,0  ,2   ,0 ,1 ,0 ,21 ,9.5 ,33 ,5 ,0 ,0.63,5 ,4 ,0,0 ,0 ,0 ,0 ,0 ,10:33,0:12,0:00,10,8 ,0 ,6.88,
Haydn Fleury                                                  ,Florida      ,LD     ,25,2 ,3 ,5 ,2  ,8  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,27 ,7.4 ,58 ,8 ,18,0   ,18,4 ,0,0 ,0 ,0 ,0 ,0 ,15:06,0:00,0:37,16,14,0 ,7.08,
Roman Bychkov                                                 ,Boston       ,LD     ,25,2 ,3 ,5 ,-1 ,8  ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,0 ,0 ,13 ,15.4,40 ,7 ,0 ,0   ,17,4 ,0,0 ,0 ,0 ,0 ,0 ,13:36,0:02,0:15,11,12,0 ,6.84,
Jesse Mason                                                   ,Montreal     ,C      ,26,2 ,3 ,5 ,-14,16 ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,0 ,0 ,34 ,5.9 ,30 ,0 ,2 ,0.38,9 ,8 ,0,0 ,0 ,0 ,0 ,0 ,11:03,0:00,0:00,8 ,22,0 ,6.19,
Yegor Serdyuk                                                 ,Philadelphia ,RW     ,24,2 ,3 ,5 ,-2 ,18 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,32 ,6.3 ,27 ,10,0 ,0   ,7 ,9 ,0,0 ,0 ,0 ,0 ,0 ,10:09,0:20,0:00,10,12,0 ,6.83,
Colton Sissons                                                ,Dallas       ,RW/C/LW,23,2 ,3 ,5 ,-3 ,24 ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,1 ,0 ,22 ,9.1 ,42 ,5 ,10,0   ,6 ,7 ,0,1 ,0 ,0 ,0 ,0 ,12:04,0:08,0:00,9 ,12,0 ,6.83,
Alex Turcotte                                                 ,Hershey      ,C      ,8 ,1 ,4 ,5 ,4  ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,7  ,14.3,9  ,1 ,3 ,0.46,6 ,0 ,0,0 ,0 ,0 ,0 ,0 ,12:22,0:01,0:00,5 ,1 ,1 ,6.88,
Anton Strålman                                                ,Boston       ,RD     ,21,1 ,4 ,5 ,-1 ,2  ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,0 ,0 ,20 ,5.0 ,31 ,10,12,0   ,25,1 ,0,0 ,0 ,0 ,0 ,0 ,18:05,0:30,2:02,17,18,1 ,6.71,
Giovanni Vallati                                              ,Minnesota    ,LD     ,21,1 ,4 ,5 ,-1 ,4  ,0   ,3    ,3  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,20 ,5.0 ,31 ,5 ,2 ,0   ,13,2 ,0,0 ,0 ,0 ,0 ,0 ,15:51,2:39,0:07,7 ,8 ,0 ,6.95,
Justin Robidas                                                ,Rockford     ,C      ,12,1 ,4 ,5 ,-5 ,4  ,1   ,0    ,1  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,6  ,16.7,12 ,3 ,0 ,0.27,7 ,2 ,0,0 ,0 ,0 ,0 ,0 ,14:35,2:14,0:01,4 ,9 ,0 ,5.67,
Mike Green                                                    ,Edmonton     ,RD/LD  ,27,1 ,4 ,5 ,4  ,6  ,0   ,1    ,1  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,23 ,4.3 ,40 ,3 ,17,0   ,22,3 ,0,0 ,0 ,0 ,0 ,0 ,17:00,0:55,0:57,14,10,0 ,7.00,
Josh Lawrence                                                 ,Anaheim      ,RW/C   ,12,1 ,4 ,5 ,-3 ,6  ,1   ,2    ,3  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,20 ,5.0 ,2  ,1 ,1 ,0.03,1 ,3 ,0,0 ,0 ,0 ,0 ,0 ,12:25,2:15,0:00,5 ,8 ,0 ,6.67,
Anthony Duclair                                               ,Nashville    ,RW/LW  ,18,1 ,4 ,5 ,-6 ,6  ,0   ,3    ,3  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,19 ,5.3 ,27 ,1 ,2 ,0   ,4 ,3 ,0,0 ,0 ,0 ,0 ,0 ,11:05,0:59,0:00,4 ,10,0 ,6.72,
Josh Bailey                                                   ,Dallas       ,LW/RW  ,28,1 ,4 ,5 ,-9 ,8  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,33 ,3.0 ,61 ,3 ,7 ,0.67,8 ,4 ,0,0 ,0 ,0 ,0 ,0 ,11:40,0:25,0:01,10,19,0 ,6.96,
Brandon Duhaime                                               ,Boston       ,RW/LW  ,26,1 ,4 ,5 ,-3 ,12 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,25 ,4.0 ,52 ,8 ,8 ,0.30,20,6 ,0,0 ,0 ,0 ,0 ,0 ,13:09,0:05,1:25,9 ,12,1 ,6.69,
Dylan DeMelo                                                  ,Ottawa       ,RD/LD  ,27,1 ,4 ,5 ,8  ,21 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,39 ,2.6 ,28 ,4 ,14,0   ,33,3 ,1,0 ,0 ,1 ,0 ,0 ,15:31,0:02,0:02,28,20,0 ,6.93,
David Noël                                                    ,Calgary      ,LD/RD  ,15,0 ,5 ,5 ,-3 ,0  ,0   ,1    ,1  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,24 ,0.0 ,23 ,4 ,2 ,0   ,19,0 ,0,0 ,0 ,0 ,0 ,0 ,17:00,2:24,0:09,9 ,12,0 ,7.20,
